CompanyID,CompanyName,Industry,Region,Revenue,Calculated_Profit,ESG_Overall,Sustainability_Status,CarbonEmissions,Carbon_Intensity
196,Company_196,Healthcare,Oceania,7986.7,391.3483,57.8,Average_Performer,544182.1,68.13603866427937
196,Company_196,Healthcare,Oceania,8304.8,373.71599999999995,59.7,Average_Performer,565495,68.09254888739044
196,Company_196,Healthcare,Oceania,8749,-61.242999999999995,60.7,Average_Performer,578892.7,66.16672762601439
196,Company_196,Healthcare,Oceania,9441.1,0,63,Average_Performer,624282.7,66.12393682939488
197,Company_197,Energy,"Latin America",5503.7,1205.3102999999999,14.6,"High Risk / Laggard",5956295.7,1082.2348056761816
197,Company_197,Energy,"Latin America",5060.4,693.2747999999999,17.3,"High Risk / Laggard",5345102.8,1056.2609279898822
197,Company_197,Energy,"Latin America",4722.8,698.9744000000002,18.1,"High Risk / Laggard",4984650.1,1055.4438256966205
197,Company_197,Energy,"Latin America",5437.4,782.9856000000001,18.4,"High Risk / Laggard",5692247.1,1046.8692941479383
197,Company_197,Energy,"Latin America",5886.4,1100.7567999999999,18.1,"High Risk / Laggard",5996055.3,1018.6285845338407
197,Company_197,Energy,"Latin America",4684.1,1053.9225000000001,19.1,"High Risk / Laggard",4682321.7,999.6203539634081
197,Company_197,Energy,"Latin America",5002.8,1065.5964,19.4,"High Risk / Laggard",4909195.2,981.2895178699928
197,Company_197,Energy,"Latin America",4246.2,619.9451999999999,19.2,"High Risk / Laggard",4152137.4,977.8478168715558
197,Company_197,Energy,"Latin America",3755.4,582.087,18.8,"High Risk / Laggard",3675227.2,978.651328753262
197,Company_197,Energy,"Latin America",4212.5,421.25,19.1,"High Risk / Laggard",4093113.8,971.65906231454
197,Company_197,Energy,"Latin America",4374.2,332.43919999999997,19.1,"High Risk / Laggard",4236367.4,968.4896438205844
198,Company_198,Manufacturing,"North America",409.3,50.7532,42.6,Average_Performer,123622.2,302.03322746151963
198,Company_198,Manufacturing,"North America",484.8,61.5696,43.9,Average_Performer,144630.9,298.3310643564356
198,Company_198,Manufacturing,"North America",461,78.37,46.5,Average_Performer,139026.6,301.5761388286334
198,Company_198,Manufacturing,"North America",459.6,68.94,48.7,Average_Performer,135857.7,295.59986945169715
198,Company_198,Manufacturing,"North America",434.6,49.979000000000006,48.5,Average_Performer,128557.6,295.8067188219052
198,Company_198,Manufacturing,"North America",459.7,52.4058,49.2,Average_Performer,135387.5,294.5127256906678
198,Company_198,Manufacturing,"North America",414.7,43.9582,48.3,Average_Performer,121057.4,291.9156016397396
198,Company_198,Manufacturing,"North America",422.4,64.20479999999999,49.8,Average_Performer,122961.8,291.10274621212125
198,Company_198,Manufacturing,"North America",450.9,68.5368,50.9,Average_Performer,129268.8,286.6906187624751
198,Company_198,Manufacturing,"North America",370.7,43.3719,50.8,Average_Performer,105458.4,284.4844888049636
198,Company_198,Manufacturing,"North America",370,59.2,53.3,Average_Performer,103178.6,278.8610810810811
199,Company_199,Retail,"Latin America",504.8,20.192,56.9,Average_Performer,42775.2,84.73692551505546
199,Company_199,Retail,"Latin America",495.9,28.2663,57.6,Average_Performer,42411.3,85.52389594676347
199,Company_199,Retail,"Latin America",536.7,24.151500000000002,57.9,Average_Performer,46079.6,85.85727594559343
199,Company_199,Retail,"Latin America",534.7,33.6861,56.7,Average_Performer,45949.6,85.9352908172807
199,Company_199,Retail,"Latin America",520.1,33.2864,56.9,Average_Performer,43532,83.69928859834647
199,Company_199,Retail,"Latin America",554.3,36.0295,57.5,Average_Performer,45409,81.9213422334476
199,Company_199,Retail,"Latin America",631.4,36.621199999999995,57.9,Average_Performer,50516.7,80.00744377573646
199,Company_199,Retail,"Latin America",631,51.74199999999999,59.9,Average_Performer,48820.1,77.36941362916006
199,Company_199,Retail,"Latin America",631.9,54.343399999999995,61.3,Average_Performer,48666.3,77.01582528881153
199,Company_199,Retail,"Latin America",701.8,65.26740000000001,61.6,Average_Performer,55326.6,78.83528070675406
199,Company_199,Retail,"Latin America",743,72.071,60.5,Average_Performer,60536.9,81.47631224764469
200,Company_200,"Consumer Goods",Asia,2942.8,367.85,42.9,Average_Performer,597142.7,202.91650808753565
200,Company_200,"Consumer Goods",Asia,2731.8,396.111,44.2,Average_Performer,546898.4,200.19708617029065
200,Company_200,"Consumer Goods",Asia,2611,428.20399999999995,45.1,Average_Performer,524815,201.00153198008425
200,Company_200,"Consumer Goods",Asia,2846.9,503.9013,46.5,Average_Performer,570485.7,200.38838736871682
200,Company_200,"Consumer Goods",Asia,2809.3,519.7205,47.5,Average_Performer,554639.2,197.4296799914569
200,Company_200,"Consumer Goods",Asia,3386.2,589.1987999999999,46.6,Average_Performer,683149.8,201.745260173646
200,Company_200,"Consumer Goods",Asia,3807.9,651.1509000000001,46.1,Average_Performer,768426,201.79784132986686
200,Company_200,"Consumer Goods",Asia,4375.3,682.5468000000001,48.5,Average_Performer,868054.6,198.3988755056796
200,Company_200,"Consumer Goods",Asia,4716.6,693.3402,49.6,Average_Performer,934574.8,198.14586778611712
200,Company_200,"Consumer Goods",Asia,5610.5,779.8595,52.5,Average_Performer,1084561.8,193.3092950717405
200,Company_200,"Consumer Goods",Asia,5837.6,823.1016,54,Average_Performer,1116625.4,191.28158832396872
201,Company_201,Utilities,Europe,1432.7,114.616,59.7,Average_Performer,1320370.7,921.5960773364975
201,Company_201,Utilities,Europe,1602.6,158.6574,60.9,Average_Performer,1486290.8,927.4246848870586
201,Company_201,Utilities,Europe,1702.6,209.4198,61.9,Average_Performer,1584611.9,930.7012216609891
201,Company_201,Utilities,Europe,1825.7,220.9097,63.4,Average_Performer,1662053.4,910.3650106808346
201,Company_201,Utilities,Europe,1922.5,255.69250000000002,64.9,Average_Performer,1696780.9,882.590845253576
201,Company_201,Utilities,Europe,2097.4,333.4866,67,Average_Performer,1822365.2,868.8686945742347
201,Company_201,Utilities,Europe,1895.1,252.0483,68.7,Average_Performer,1626536.2,858.2851564561237
201,Company_201,Utilities,Europe,1849.7,240.461,68.7,Average_Performer,1584857.2,856.8185111099097
201,Company_201,Utilities,Europe,2026.6,259.40479999999997,71,ESG_Leader,1691020.5,834.4125629132537
201,Company_201,Utilities,Europe,2131.4,217.40279999999998,72.3,ESG_Leader,1759813.5,825.6608332551374
201,Company_201,Utilities,Europe,2181.4,207.233,74.7,ESG_Leader,1741097.5,798.1560007334739
202,Company_202,Utilities,"Latin America",1375.4,48.13900000000001,38.1,"High Risk / Laggard",943917.4,686.2857350588919
202,Company_202,Utilities,"Latin America",1340.4,52.275600000000004,39.8,"High Risk / Laggard",886145.6,661.105341689048
202,Company_202,Utilities,"Latin America",1314.2,32.855000000000004,39.8,"High Risk / Laggard",842095.8,640.766854360067
202,Company_202,Utilities,"Latin America",1673.2,38.4836,41.6,Average_Performer,1040566.5,621.9020439875687
202,Company_202,Utilities,"Latin America",1731.1,-17.311,42.5,Average_Performer,1073670.5,620.2244237767893
202,Company_202,Utilities,"Latin America",1758.9,-24.624599999999997,44.1,Average_Performer,1079657.5,613.8254022400364
202,Company_202,Utilities,"Latin America",1559.3,9.3558,45.8,Average_Performer,930681.1,596.8582697364202
202,Company_202,Utilities,"Latin America",1614.9,9.689400000000001,47.2,Average_Performer,951262.4,589.0534398414762
202,Company_202,Utilities,"Latin America",1542,-1.542,48.2,Average_Performer,899787.5,583.5197795071336
202,Company_202,Utilities,"Latin America",1804.4,-1.8044000000000002,51.3,Average_Performer,1026690.9,568.9929616493017
202,Company_202,Utilities,"Latin America",1757.2,-7.0288,51.6,Average_Performer,1006584.4,572.8342818119736
203,Company_203,Energy,Oceania,7363.5,1943.9640000000002,49.5,Average_Performer,7515170.9,1020.5976641542745
203,Company_203,Energy,Oceania,6528.2,1253.4144,51.8,Average_Performer,6358929.2,974.070831163261
203,Company_203,Energy,Oceania,5475.8,1429.1838,54.1,Average_Performer,5191853.9,948.1452755761716
203,Company_203,Energy,Oceania,5085.3,1250.9838000000002,55.1,Average_Performer,4850801.7,953.8870273140228
203,Company_203,Energy,Oceania,4549,868.859,55.6,Average_Performer,4316550.2,948.9009012969884
203,Company_203,Energy,Oceania,4466.5,687.841,56.3,Average_Performer,4259881.8,953.7404679279077
203,Company_203,Energy,Oceania,4104.6,595.167,58.9,Average_Performer,3832834.1,933.7899186278809
203,Company_203,Energy,Oceania,4029.9,443.289,58.1,Average_Performer,3746102.8,929.5771110945681
203,Company_203,Energy,Oceania,3728.1,577.8555,59.3,Average_Performer,3370978.4,904.208148923044
203,Company_203,Energy,Oceania,3044.4,487.10400000000004,58.8,Average_Performer,2699956.9,886.8601037971357
203,Company_203,Energy,Oceania,3137.3,379.61330000000004,59.6,Average_Performer,2804089,893.7905205112676
204,Company_204,Retail,"Middle East",392.6,30.6228,24.8,"High Risk / Laggard",43031.7,109.60697911360161
204,Company_204,Retail,"Middle East",411.3,28.379700000000003,23.8,"High Risk / Laggard",44636.5,108.52540724531971
204,Company_204,Retail,"Middle East",462.1,35.5817,24.1,"High Risk / Laggard",50474.5,109.22852196494264
204,Company_204,Retail,"Middle East",532.3,47.374700000000004,25.5,"High Risk / Laggard",57905.4,108.78339282359573
204,Company_204,Retail,"Middle East",572,46.332,25.5,"High Risk / Laggard",61891.6,108.2020979020979
204,Company_204,Retail,"Middle East",596.8,57.88959999999999,23.5,"High Risk / Laggard",65192.2,109.2362600536193
204,Company_204,Retail,"Middle East",655.3,77.9807,22.7,"High Risk / Laggard",73124.1,111.5887379826034
204,Company_204,Retail,"Middle East",765.2,83.4068,23.7,"High Risk / Laggard",85419.2,111.62990067956089
204,Company_204,Retail,"Middle East",877.2,113.15880000000001,25.1,"High Risk / Laggard",96253.3,109.72788417692658
204,Company_204,Retail,"Middle East",991.6,134.85760000000002,27,"High Risk / Laggard",106772,107.67648245260186
204,Company_204,Retail,"Middle East",1091.4,132.0594,27.6,"High Risk / Laggard",115140.9,105.49835074216601
205,Company_205,Energy,Asia,8972.3,3337.6956,31.9,"High Risk / Laggard",7690982.5,857.1918571603715
205,Company_205,Energy,Asia,10125.1,4728.421700000001,32.2,"High Risk / Laggard",8663676.4,855.6632922143979
205,Company_205,Energy,Asia,11326.6,5459.421200000001,31.8,"High Risk / Laggard",9721289,858.2707078911588
205,Company_205,Energy,Asia,11831.4,5466.1068000000005,33.9,"High Risk / Laggard",9993274.8,844.6400933110199
205,Company_205,Energy,Asia,14065.4,7032.7,35,"High Risk / Laggard",11964170.4,850.6100359748035
205,Company_205,Energy,Asia,13265.8,6195.1286,37.2,"High Risk / Laggard",11237133.9,847.0754798052135
205,Company_205,Energy,Asia,13037.8,6518.9,39.4,"High Risk / Laggard",10789712.4,827.5715534829496
205,Company_205,Energy,Asia,17337,8668.5,39.7,"High Risk / Laggard",14114900.6,814.1489646420949
205,Company_205,Energy,Asia,20672.5,10336.25,40.3,Average_Performer,17081826.6,826.3067650260008
205,Company_205,Energy,Asia,22925.7,10981.4103,42.6,Average_Performer,18223482.6,794.8931810151926
205,Company_205,Energy,Asia,24003,12001.5,41.5,Average_Performer,18984632.5,790.9274882306379
206,Company_206,Manufacturing,"North America",1070,58.85,69.1,"High Risk / Laggard",318982.5,298.1144859813084
206,Company_206,Manufacturing,"North America",1069.9,118.75890000000001,71.3,ESG_Leader,313864.7,293.3589120478549
206,Company_206,Manufacturing,"North America",945.8,84.17620000000001,70.9,ESG_Leader,277041.7,292.9178473250159
206,Company_206,Manufacturing,"North America",924.7,110.03930000000001,70.7,ESG_Leader,266215.9,287.8943441116038
206,Company_206,Manufacturing,"North America",968.5,112.34599999999999,71.3,ESG_Leader,277215.1,286.23138874548266
206,Company_206,Manufacturing,"North America",958,152.322,73.9,ESG_Leader,267245.6,278.96200417536534
206,Company_206,Manufacturing,"North America",983.6,147.54,75.1,ESG_Leader,270284.1,274.7906669377796
206,Company_206,Manufacturing,"North America",973.4,168.3982,75.4,ESG_Leader,267369.3,274.6756728991165
206,Company_206,Manufacturing,"North America",848.6,157.83960000000002,76.9,ESG_Leader,230548.8,271.68135753004947
206,Company_206,Manufacturing,"North America",915.5,155.63500000000002,76.8,ESG_Leader,251182.7,274.36668487165485
206,Company_206,Manufacturing,"North America",904.7,163.75070000000002,77.1,ESG_Leader,246205.8,272.14082016137945
207,Company_207,"Consumer Goods","North America",904.7,100.4217,63.9,Average_Performer,134241.3,148.38211561843704
207,Company_207,"Consumer Goods","North America",992.9,83.4036,65.4,Average_Performer,142616.8,143.6366200020143
207,Company_207,"Consumer Goods","North America",1112.1,86.7438,67.9,Average_Performer,156049.7,140.31984533764953
207,Company_207,"Consumer Goods","North America",1105.9,53.083200000000005,67.9,Average_Performer,153927.6,139.1876299846279
207,Company_207,"Consumer Goods","North America",1275.6,85.4652,70.5,ESG_Leader,172082.2,134.9029476324867
207,Company_207,"Consumer Goods","North America",1454.8,71.2852,71.8,ESG_Leader,189813.4,130.47387957107506
207,Company_207,"Consumer Goods","North America",1659.7,-8.2985,72.9,ESG_Leader,213098.4,128.3957341688257
207,Company_207,"Consumer Goods","North America",1812,-43.488,74.4,ESG_Leader,223275.1,123.22025386313466
207,Company_207,"Consumer Goods","North America",2093.5,10.4675,76,ESG_Leader,259761.5,124.08000955337951
207,Company_207,"Consumer Goods","North America",2141.3,47.10860000000001,76,ESG_Leader,262286.9,122.48956241535515
207,Company_207,"Consumer Goods","North America",2020.3,46.466899999999995,75.3,ESG_Leader,248433.6,122.96866801960105
208,Company_208,Manufacturing,"Middle East",19654,707.5440000000001,27.7,"High Risk / Laggard",4881252,248.35921440928055
208,Company_208,Manufacturing,"Middle East",20540.5,410.81,29,"High Risk / Laggard",5160476.6,251.23422506754946
208,Company_208,Manufacturing,"Middle East",19153.6,172.38240000000002,28.4,"High Risk / Laggard",4761009,248.56992941274748
208,Company_208,Manufacturing,"Middle East",19673.3,472.1592,29.9,"High Risk / Laggard",4763952,242.1531720656931
208,Company_208,Manufacturing,"Middle East",21000.4,525.0100000000001,31.3,"High Risk / Laggard",5032957.3,239.66006837964989
208,Company_208,Manufacturing,"Middle East",19721.5,532.4805,34.2,"High Risk / Laggard",4485598.4,227.44712116218344
208,Company_208,Manufacturing,"Middle East",18898.9,-113.39340000000001,35,"High Risk / Laggard",4266457.2,225.75161517336988
208,Company_208,Manufacturing,"Middle East",18794.5,545.0405,35.6,"High Risk / Laggard",4187356.9,222.79692995291174
208,Company_208,Manufacturing,"Middle East",19004.8,399.1008,36.4,"High Risk / Laggard",4277328.1,225.06567288264017
208,Company_208,Manufacturing,"Middle East",20621.7,1319.7888,35.1,"High Risk / Laggard",4765972.7,231.11444255323275
208,Company_208,Manufacturing,"Middle East",22083.6,265.0032,36.3,"High Risk / Laggard",5171746,234.1894437501132
209,Company_209,"Consumer Goods","North America",1042.7,14.5978,54.7,Average_Performer,178574.6,171.26172436942554
209,Company_209,"Consumer Goods","North America",1017.3,26.4498,57.7,Average_Performer,171756.5,168.83564336970412
209,Company_209,"Consumer Goods","North America",1119.6,59.33879999999999,58.2,Average_Performer,184614.6,164.89335476956057
209,Company_209,"Consumer Goods","North America",1337.4,24.073200000000003,57.9,Average_Performer,219727.1,164.2942276058023
209,Company_209,"Consumer Goods","North America",1256.3,5.0252,59.7,Average_Performer,203209.1,161.7520496696649
209,Company_209,"Consumer Goods","North America",1308.8,-10.4704,59.3,Average_Performer,203992.8,155.8624694376528
209,Company_209,"Consumer Goods","North America",1356.6,-10.8528,59.1,Average_Performer,213838.2,157.62804068996022
209,Company_209,"Consumer Goods","North America",1519.3,-47.098299999999995,58.5,Average_Performer,241220,158.7704864082143
209,Company_209,"Consumer Goods","North America",1561,-59.318,59.8,Average_Performer,242351.1,155.2537475976938
209,Company_209,"Consumer Goods","North America",1771.5,-97.4325,60.1,Average_Performer,271830.5,153.4465142534575
209,Company_209,"Consumer Goods","North America",1890.3,-92.6247,60.5,Average_Performer,281065.3,148.68819764058614
210,Company_210,Retail,Oceania,1132.1,72.45439999999999,88.9,ESG_Leader,72048.8,63.641727762565154
210,Company_210,Retail,Oceania,1138.1,96.7385,91.3,ESG_Leader,71952.8,63.22186099639751
210,Company_210,Retail,Oceania,1088.2,89.2324,91.4,ESG_Leader,65514.7,60.204649880536664
210,Company_210,Retail,Oceania,1041.9,64.5978,89.7,ESG_Leader,64000.8,61.42700835012957
210,Company_210,Retail,Oceania,1137.7,37.5441,92.1,ESG_Leader,67049.2,58.93398962819724
210,Company_210,Retail,Oceania,1135.1,3.4053,91.8,ESG_Leader,68110.4,60.00387631045723
210,Company_210,Retail,Oceania,1114.4,27.860000000000003,90.5,ESG_Leader,68200.9,61.199659009332365
210,Company_210,Retail,Oceania,1243.7,34.8236,90.7,ESG_Leader,73602.9,59.18059017447937
210,Company_210,Retail,Oceania,1221.1,41.5174,90.9,ESG_Leader,71587.5,58.62541970354599
210,Company_210,Retail,Oceania,1240.8,47.1504,92,ESG_Leader,72349.5,58.30875241779497
210,Company_210,Retail,Oceania,1275.6,44.646,92.8,ESG_Leader,73294.6,57.45892129194105
211,Company_211,"Consumer Goods",Oceania,1182.5,88.6875,67.9,Average_Performer,224640.4,189.9707399577167
211,Company_211,"Consumer Goods",Oceania,1143.6,34.30799999999999,68.9,Average_Performer,217061.3,189.80526407834907
211,Company_211,"Consumer Goods",Oceania,1304.6,65.23,68.2,Average_Performer,246716.8,189.11298482293424
211,Company_211,"Consumer Goods",Oceania,1439.5,96.4465,67.7,Average_Performer,268503.8,186.52573810350816
211,Company_211,"Consumer Goods",Oceania,1364.7,161.0346,67.1,Average_Performer,254034.3,186.14662563200702
211,Company_211,"Consumer Goods",Oceania,1451.9,146.6419,66.2,Average_Performer,273862.4,188.6234589159033
211,Company_211,"Consumer Goods",Oceania,1459.6,143.0408,67,Average_Performer,262455.6,179.8133735269937
211,Company_211,"Consumer Goods",Oceania,1368.3,109.464,65,Average_Performer,247864.8,181.1479938609954
211,Company_211,"Consumer Goods",Oceania,1445.9,93.9835,64.4,Average_Performer,267193.5,184.79389999308387
211,Company_211,"Consumer Goods",Oceania,1581.4,56.93040000000001,67.3,Average_Performer,289074.8,182.79676236246362
211,Company_211,"Consumer Goods",Oceania,1526.2,73.25760000000001,69.1,"High Risk / Laggard",281103.7,184.18536233783252
212,Company_212,"Consumer Goods",Asia,636.1,70.6071,49.2,Average_Performer,119641.9,188.08662160037727
212,Company_212,"Consumer Goods",Asia,666.4,71.3048,50.5,Average_Performer,119824.3,179.80837334933975
212,Company_212,"Consumer Goods",Asia,750.5,69.04599999999999,49.9,Average_Performer,131486,175.19786808794137
212,Company_212,"Consumer Goods",Asia,782.5,72.77250000000001,50.9,Average_Performer,134404.8,171.76332268370606
212,Company_212,"Consumer Goods",Asia,847,75.38300000000001,52,Average_Performer,145597.9,171.898347107438
212,Company_212,"Consumer Goods",Asia,888.3,63.06929999999999,51.4,Average_Performer,152653.5,171.84903748733538
212,Company_212,"Consumer Goods",Asia,1026.8,80.0904,51.1,Average_Performer,175326.1,170.75
212,Company_212,"Consumer Goods",Asia,1028.3,81.2357,52.5,Average_Performer,176266.9,171.41583195565497
212,Company_212,"Consumer Goods",Asia,1010.6,107.1236,54.7,Average_Performer,168448.6,166.6817732040372
212,Company_212,"Consumer Goods",Asia,1074.7,94.57360000000001,53.7,Average_Performer,183478.8,170.725597841258
212,Company_212,"Consumer Goods",Asia,1114.5,46.809000000000005,54.7,Average_Performer,191114.4,171.4799461641992
213,Company_213,Technology,Europe,54045.5,12106.192,72.3,ESG_Leader,1354990.4,25.07128993163168
213,Company_213,Technology,Europe,52102.5,12556.702500000001,72.1,ESG_Leader,1302563.2,25.000013435055898
213,Company_213,Technology,Europe,49515.7,13666.333200000001,73.4,ESG_Leader,1237892,24.999989902192638
213,Company_213,Technology,Europe,48922.7,13160.206299999998,75.1,ESG_Leader,1223066.6,24.999981603631856
213,Company_213,Technology,Europe,49773.7,12592.7461,74.7,ESG_Leader,1244342.8,25.00000602727947
213,Company_213,Technology,Europe,52686.1,14383.3053,76.1,ESG_Leader,1317153.5,25.000018980338268
213,Company_213,Technology,Europe,49599.2,12994.9904,76.3,ESG_Leader,1239979,24.99997983838449
213,Company_213,Technology,Europe,54033.4,11779.2812,73.8,ESG_Leader,1350834.6,24.99999259717138
213,Company_213,Technology,Europe,56646.8,12405.6492,73.8,ESG_Leader,1435006.7,25.332528933673213
213,Company_213,Technology,Europe,60698.8,18573.8328,75.1,ESG_Leader,1517469,24.99998352520972
213,Company_213,Technology,Europe,57751.7,19058.061,75.9,ESG_Leader,1466976.2,25.401437533440575
214,Company_214,Utilities,Asia,2526.1,308.1842,37.3,"High Risk / Laggard",1754306.8,694.4724278532125
214,Company_214,Utilities,Asia,2811,368.24100000000004,38.8,"High Risk / Laggard",1935753.2,688.6350764852366
214,Company_214,Utilities,Asia,3015.4,382.9558,40.6,Average_Performer,2065866.3,685.1052265039464
214,Company_214,Utilities,Asia,3436.4,470.78679999999997,41.7,Average_Performer,2376619.3,691.6014724711907
214,Company_214,Utilities,Asia,3586.1,444.6764,42.3,Average_Performer,2484447.8,692.7993642118179
214,Company_214,Utilities,Asia,3474.6,413.47740000000005,41.4,Average_Performer,2359700.7,679.1287342427906
214,Company_214,Utilities,Asia,3613.6,375.81440000000003,42,Average_Performer,2426641.5,671.5301914987824
214,Company_214,Utilities,Asia,3752.5,529.1025,41.8,Average_Performer,2498311.7,665.7726049300467
214,Company_214,Utilities,Asia,4120.6,613.9694000000001,43.6,Average_Performer,2734511,663.6196185021598
214,Company_214,Utilities,Asia,4443.5,733.1775,43.9,Average_Performer,2956453.9,665.3435129965118
214,Company_214,Utilities,Asia,4660.7,717.7478,44.6,Average_Performer,3092839.1,663.5996953247367
215,Company_215,Utilities,"North America",1109.3,79.8696,85.2,ESG_Leader,609199.3,549.1745244748942
215,Company_215,Utilities,"North America",1021.1,82.7091,85.6,ESG_Leader,553991.4,542.5437273528548
215,Company_215,Utilities,"North America",1030.6,78.3256,88.8,ESG_Leader,554247.5,537.7910925674365
215,Company_215,Utilities,"North America",1088.6,87.088,89.1,ESG_Leader,574226.7,527.4909976116112
215,Company_215,Utilities,"North America",1080.1,70.20649999999999,87.8,ESG_Leader,595349.9,551.198870474956
215,Company_215,Utilities,"North America",1137.1,95.5164,90.2,ESG_Leader,587644.7,516.7924544894909
215,Company_215,Utilities,"North America",1129.8,58.7496,91.1,ESG_Leader,572142.8,506.4106921579041
215,Company_215,Utilities,"North America",1146.6,67.6494,92.1,ESG_Leader,562160,490.2843188557475
215,Company_215,Utilities,"North America",1126.4,61.952000000000005,92.5,ESG_Leader,562195.3,499.1080433238636
215,Company_215,Utilities,"North America",1124,60.696000000000005,93.4,ESG_Leader,553001.4,491.994128113879
215,Company_215,Utilities,"North America",1104.4,69.5772,91.4,ESG_Leader,530034.8,479.93009779065557
216,Company_216,Transportation,Asia,1757,130.01800000000003,47.7,Average_Performer,1239381.5,705.3964143426294
216,Company_216,Transportation,Asia,1958.5,50.92100000000001,49,Average_Performer,1364210,696.5585907582333
216,Company_216,Transportation,Asia,2139.9,-27.818700000000003,50.2,Average_Performer,1483519,693.2655731576242
216,Company_216,Transportation,Asia,2344.2,23.442,52.6,Average_Performer,1610140,686.8611893183177
216,Company_216,Transportation,Asia,2599.4,57.186800000000005,52.7,Average_Performer,1781537,685.3646995460491
216,Company_216,Transportation,Asia,2700.1,-59.4022,53.7,Average_Performer,1855675.2,687.2616569756676
216,Company_216,Transportation,Asia,2686.4,-123.5744,55,Average_Performer,1828651.7,680.7071545562835
216,Company_216,Transportation,Asia,2709.5,-86.70400000000001,55,Average_Performer,1842479.6,680.0072338069755
216,Company_216,Transportation,Asia,2854.3,-117.02629999999999,56.8,Average_Performer,1905377.9,667.5464737413726
216,Company_216,Transportation,Asia,3255,-117.18,56.4,Average_Performer,2167900.9,666.0217818740399
216,Company_216,Transportation,Asia,3973.8,-194.71620000000001,56.7,Average_Performer,2656676,668.5479893301122
217,Company_217,Manufacturing,Oceania,2842.3,289.9146,64.9,Average_Performer,690620.1,242.97931252858598
217,Company_217,Manufacturing,Oceania,2871,347.39099999999996,64.1,Average_Performer,700596.7,244.02532218739114
217,Company_217,Manufacturing,Oceania,2946.4,300.5328,64.3,Average_Performer,734836.3,249.40140510453435
217,Company_217,Manufacturing,Oceania,2883.5,348.9035,65.8,Average_Performer,702602.1,243.66294433847753
217,Company_217,Manufacturing,Oceania,3082.5,499.365,66,Average_Performer,735720.5,238.6765612327656
217,Company_217,Manufacturing,Oceania,3274,441.99,66.3,Average_Performer,787273.8,240.4623701893708
217,Company_217,Manufacturing,Oceania,3212.9,620.0897,67,Average_Performer,754649.1,234.8809798001805
217,Company_217,Manufacturing,Oceania,3481.4,463.0262,68,Average_Performer,809471.6,232.51324179927613
217,Company_217,Manufacturing,Oceania,3305.2,515.6111999999999,70.3,ESG_Leader,779708.1,235.9034551615636
217,Company_217,Manufacturing,Oceania,3330.2,406.28439999999995,69.3,"High Risk / Laggard",780634.8,234.41078613897065
217,Company_217,Manufacturing,Oceania,3197.6,239.82,71.3,ESG_Leader,731219.8,228.6776957718289
218,Company_218,Utilities,"Middle East",996.4,86.68679999999999,40.8,Average_Performer,666716.1,669.1249498193497
218,Company_218,Utilities,"Middle East",902.5,100.1775,41.6,Average_Performer,591853.5,655.793351800554
218,Company_218,Utilities,"Middle East",954.1,93.5018,41.5,Average_Performer,633452.9,663.927156482549
218,Company_218,Utilities,"Middle East",939,62.913000000000004,40.9,Average_Performer,622537.2,662.9789137380192
218,Company_218,Utilities,"Middle East",950.9,61.8085,41.5,Average_Performer,620023.3,652.0383846881901
218,Company_218,Utilities,"Middle East",944.9,73.7022,42.7,Average_Performer,617834.3,653.8621018097153
218,Company_218,Utilities,"Middle East",964.2,74.24340000000001,44.4,Average_Performer,608116,630.694876581622
218,Company_218,Utilities,"Middle East",918.4,72.5536,44.2,Average_Performer,587198.6,639.3712979094076
218,Company_218,Utilities,"Middle East",1001.2,66.0792,44.9,Average_Performer,619276.9,618.5346584099082
218,Company_218,Utilities,"Middle East",839.4,41.1306,46.1,Average_Performer,512162.8,610.1534429354301
218,Company_218,Utilities,"Middle East",819.6,13.1136,48.3,Average_Performer,483533.6,589.9629087359688
219,Company_219,Transportation,"Middle East",446.9,-31.729899999999997,43.6,Average_Performer,254940.6,570.464533452674
219,Company_219,Transportation,"Middle East",487.5,-18.525,44.6,Average_Performer,271356.9,556.6295384615385
219,Company_219,Transportation,"Middle East",446.6,-7.592200000000001,44.3,Average_Performer,250772.6,561.5150022391401
219,Company_219,Transportation,"Middle East",480.2,-1.9208,43.8,Average_Performer,268873,559.9187838400667
219,Company_219,Transportation,"Middle East",515.8,-5.6738,46.4,Average_Performer,280776,544.350523458705
219,Company_219,Transportation,"Middle East",619.6,-15.490000000000002,47.1,Average_Performer,340485.6,549.5248547449967
219,Company_219,Transportation,"Middle East",620.4,-35.3628,47.9,Average_Performer,341876.2,551.057704706641
219,Company_219,Transportation,"Middle East",642.6,-42.4116,47,Average_Performer,351789.9,547.4477124183006
219,Company_219,Transportation,"Middle East",662.8,-43.7448,47.7,Average_Performer,350647.7,529.039981894991
219,Company_219,Transportation,"Middle East",748.4,-62.117200000000004,49.7,Average_Performer,397680.4,531.3741314804918
219,Company_219,Transportation,"Middle East",716.5,-73.79950000000001,51.3,Average_Performer,377756.8,527.2251221214236
220,Company_220,Transportation,Oceania,471.3,18.3807,57.4,Average_Performer,218660.6,463.9520475281137
220,Company_220,Transportation,Oceania,447.7,21.0419,56.4,Average_Performer,214225.1,478.50145186508826
220,Company_220,Transportation,Oceania,458.8,26.151600000000002,56.3,Average_Performer,217110.4,473.21360069747163
220,Company_220,Transportation,Oceania,387.2,34.848,57.5,Average_Performer,184392.1,476.21926652892563
